迟到超范围,早退超范围,未签到记为,未签退记为,上下班,必须签到,必须签退,签到范围,签退范围,排班,排班2
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,是,否,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,是,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班早于下班,否,否,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,是,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,是,否,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始等于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,是,开始晚于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始晚于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始晚于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始早于结束,开始晚于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始早于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始早于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始早于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始早于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始等于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始等于结束,单时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始等于结束,多时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始等于结束,多时间段,跨天
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始晚于结束,单时间段,单日
短于有效签到范围,超过签退有效范围,缺勤,缺勤,上班等于下班,否,否,开始等于结束,开始晚于结束,单时间段,跨天
